,id,region,profit,cost
0,27521,UK,0.97,417416.68
0,27522,Australia,0.26,105180.5
0,27523,SriLanka,0.12,234152.61
0,27524,US,0.48,575422.22
0,27525,Sweden,0.76,460038.38
0,27526,Brazil,0.65,847440.03
0,27527,Brazil,0.27,473649.21
0,27528,UK,0.42,840108.84
0,27529,Russia,0.2,166900.43
0,27530,Singapore,0.12,464956.02
0,27531,Sweden,0.51,520987.28
0,27532,Sweden,0.82,472264.67
0,27533,UK,0.26,430611.03
0,27534,India,0.38,483606.86
0,27535,Sweden,0.41,618969.27
0,27536,Singapore,0.2,235035.79
0,27537,Sweden,0.47,988880.85
0,27538,US,0.62,301330.59
0,27539,US,0.93,103688.03
0,27540,Canada,0.38,140675.25
0,27541,Russia,0.78,368989.14
0,27542,India,0.89,698164.28
0,27543,Russia,0.75,140241.17
0,27544,India,0.32,712662.05
0,27545,UK,0.24,836607.05
0,27546,Russia,0.71,560146.91
0,27547,UK,0.71,453124.05
0,27548,Australia,0.33,223124.92
0,27549,India,0.05,744554.33
0,27550,India,0.03,818315.57
0,27551,US,0.72,725323.1
0,27552,Brazil,0.18,209424.3
0,27553,Russia,0.8,734477.49
0,27554,Australia,0.84,939879.05
0,27555,Sweden,0.96,198417.1
0,27556,UK,0.71,619110.45
0,27557,SriLanka,0.08,862274.73
0,27558,Brazil,0.24,974733.5
0,27559,Russia,0.68,606081.24
0,27560,Sweden,0.27,581770.09
0,27561,Canada,0.83,322906.4
0,27562,SriLanka,0.29,702256.48
0,27563,Sweden,0.05,282652.06
0,27564,Canada,0.68,853916.74
0,27565,Australia,0.38,891515.62
0,27566,Canada,0.56,614817.04
0,27567,SriLanka,0.96,410431.93
0,27568,Russia,0.19,866385.45
0,27569,Brazil,0.93,984438.65
0,27570,Australia,0.76,888089.41
0,27571,US,0.12,362437.16
0,27572,Sweden,0.12,239802.41
0,27573,US,0.57,338045.06
0,27574,Sweden,0.29,327497.45
0,27575,UK,0.69,226315.18
0,27576,UK,0.74,928289.18
0,27577,India,0.98,572103.26
0,27578,Sweden,0.3,406972.46
0,27579,Singapore,0.63,184687.17
0,27580,SriLanka,0.1,968355.25
0,27581,Russia,0.96,179304.86
0,27582,Brazil,0.33,977971.09
0,27583,India,0.72,945261.44
0,27584,US,0.26,659824.94
0,27585,Canada,0.23,428289.25
0,27586,Singapore,0.16,271173.36
0,27587,Sweden,0.25,857635.56
0,27588,US,0.47,458437.66
0,27589,UK,0.12,424738.13
0,27590,Australia,0.04,667109.21
0,27591,India,0.13,575729.64
0,27592,Sweden,0.45,500425.36
0,27593,Brazil,0.33,904487.26
0,27594,Russia,0.29,767697.19
0,27595,Sweden,0.34,338360.58
0,27596,Australia,0.97,292391.2
0,27597,India,0.76,422659.74
0,27598,India,0.07,821562.03
0,27599,India,0.89,363360.75
0,27600,Sweden,0.06,257958.01
0,27601,Brazil,0.86,926906.72
0,27602,Singapore,0.95,741354.22
0,27603,Australia,0.27,918520.47
0,27604,US,0.86,335048.73
0,27605,India,0.97,594129.17
0,27606,UK,0.72,241635.94
0,27607,Canada,0.28,873020.11
0,27608,Canada,0.86,468925.8
0,27609,Singapore,0.86,173951.63
0,27610,Singapore,0.33,571315.1
0,27611,UK,0.84,739450.9
0,27612,India,0.45,194781.63
0,27613,Australia,0.23,910716.28
0,27614,US,0.43,376477.12
0,27615,India,0.24,753689.41
0,27616,Brazil,0.45,434670.26
0,27617,Australia,0.43,794014.39
0,27618,Canada,0.91,760125.48
0,27619,US,0.48,583728.64
0,27620,Brazil,0.95,160307.35
0,27621,Brazil,0.39,338142.17
0,27622,US,0.3,192477.49
0,27623,UK,0.71,626699.17
0,27624,Russia,0.5,964409.39
0,27625,Brazil,0.15,188863.06
0,27626,Australia,0.9,809499.77
0,27627,Australia,0.98,480079.32
0,27628,Brazil,0.94,909505.86
0,27629,India,0.79,514234.11
0,27630,Russia,0.22,188240.02
0,27631,Russia,0.06,897360.94
0,27632,Singapore,0.2,984022.42
0,27633,Canada,0.23,786034.74
0,27634,Sweden,0.58,737720.88
0,27635,UK,0.89,602157.41
0,27636,Singapore,0.91,767213.4
0,27637,US,0.51,505035.68
0,27638,UK,0.05,823610.94
0,27639,Australia,0.08,432250.5
0,27640,US,0.13,629183.28
0,27641,SriLanka,1.0,475662.96
0,27642,India,0.61,349475.99
0,27643,Sweden,0.5,106355.63
0,27644,SriLanka,0.39,338813.01
0,27645,Sweden,0.15,571911.41
0,27646,Singapore,0.61,963020.18
0,27647,Singapore,0.37,943406.33
0,27648,UK,0.68,992669.87
0,27649,UK,0.55,196595.1
0,27650,Singapore,0.04,567638.68
0,27651,US,0.64,123096.47
0,27652,Australia,0.34,695166.66
0,27653,Brazil,0.61,150533.05
0,27654,Sweden,0.04,960139.33
0,27655,SriLanka,0.75,103111.23
0,27656,Singapore,0.65,807829.02
0,27657,Canada,0.21,436120.43
0,27658,SriLanka,0.99,744403.89
0,27659,Canada,0.19,739845.54
0,27660,SriLanka,0.4,330106.8
0,27661,Australia,0.37,232167.38
0,27662,Canada,0.69,442490.65
0,27663,Russia,0.08,380192.74
0,27664,US,0.01,401163.99
0,27665,US,0.39,738285.77
0,27666,Australia,0.45,497696.53
0,27667,Russia,0.59,349947.42
0,27668,India,0.49,733930.02
0,27669,US,0.21,307906.65
0,27670,Brazil,0.68,827438.36
0,27671,UK,0.34,454980.75
0,27672,SriLanka,0.71,485127.19
0,27673,Sweden,0.64,283920.67
0,27674,Canada,0.34,857737.96
0,27675,India,0.59,544900.44
0,27676,US,0.08,157382.29
0,27677,US,0.35,560369.47
0,27678,Brazil,0.9,529954.2
0,27679,US,0.41,590150.09
0,27680,UK,0.72,795133.01
0,27681,Canada,0.45,911773.68
0,27682,Sweden,0.86,375541.1
0,27683,SriLanka,0.61,662585.99
0,27684,Sweden,0.37,197497.42
0,27685,Brazil,0.0,479734.56
0,27686,UK,0.49,726522.54
0,27687,SriLanka,0.4,357274.58
0,27688,Russia,0.93,395238.44
0,27689,Brazil,0.9,383099.11
0,27690,Canada,0.74,903801.14
0,27691,Canada,0.12,951676.56
0,27692,UK,0.43,321904.28
0,27693,UK,0.65,130600.74
0,27694,Singapore,0.5,224154.57
0,27695,Singapore,0.56,704719.09
0,27696,UK,0.53,682823.7
0,27697,Australia,0.09,326478.42
0,27698,Brazil,0.96,285036.22
0,27699,SriLanka,0.3,981740.38
0,27700,Canada,0.36,769760.5
0,27701,Russia,0.71,614456.59
0,27702,Canada,0.38,690006.98
0,27703,SriLanka,0.58,862620.08
0,27704,Sweden,0.0,588725.91
0,27705,US,0.4,208718.15
0,27706,Singapore,0.92,447091.29
0,27707,SriLanka,0.03,164664.21
0,27708,Canada,0.88,567808.18
0,27709,Russia,0.89,417611.49
0,27710,US,0.73,927069.94
0,27711,Canada,0.01,848291.15
0,27712,Brazil,0.33,345756.51
0,27713,Sweden,0.93,140516.4
0,27714,Sweden,0.79,254385.09
0,27715,Canada,0.71,224255.27
0,27716,Sweden,0.37,163296.17
0,27717,Sweden,0.32,953323.38
0,27718,Russia,0.14,681835.34
0,27719,Canada,0.37,519655.52
0,27720,SriLanka,0.03,412375.04
0,27721,Sweden,0.72,560663.88
0,27722,Canada,0.96,732530.07
0,27723,US,0.18,802156.72
0,27724,Canada,0.16,921048.74
0,27725,Canada,0.02,529634.88
0,27726,Singapore,0.77,890050.74
0,27727,Australia,0.07,990576.44
0,27728,Russia,0.92,993389.26
0,27729,SriLanka,0.32,505920.58
0,27730,Singapore,0.05,959284.71
0,27731,Australia,0.76,863372.64
0,27732,Australia,0.61,238711.64
0,27733,SriLanka,0.48,795232.71
0,27734,Russia,0.95,847765.5
0,27735,US,0.29,471932.01
0,27736,India,0.92,280654.34
0,27737,Brazil,0.33,395196.11
0,27738,Canada,0.02,325121.49
0,27739,UK,0.85,986153.69
0,27740,Brazil,0.18,323767.35
0,27741,Brazil,0.37,505313.28
0,27742,UK,0.44,716273.71
0,27743,Russia,0.53,458148.97
0,27744,UK,0.85,614100.86
0,27745,Sweden,0.15,617193.01
0,27746,SriLanka,0.08,724924.2
0,27747,Sweden,0.13,912091.44
0,27748,Brazil,0.37,450777.1
0,27749,India,0.99,532111.49
0,27750,Russia,0.66,954875.95
0,27751,Australia,0.94,847846.9
0,27752,SriLanka,0.98,776854.23
0,27753,Australia,0.13,632047.67
0,27754,UK,0.18,684202.46
0,27755,Sweden,0.4,637116.72
0,27756,UK,0.88,702999.45
0,27757,US,0.95,256962.87
0,27758,India,0.17,904594.1
0,27759,SriLanka,0.05,716950.41
0,27760,India,0.79,950080.33
0,27761,UK,0.81,814282.57
0,27762,Sweden,0.44,657772.92
0,27763,SriLanka,0.05,314207.6
0,27764,Sweden,0.46,387581.93
0,27765,Brazil,0.75,782105.62
0,27766,India,0.08,136695.99
0,27767,Russia,0.66,587733.68
0,27768,Brazil,0.29,436269.53
0,27769,UK,0.76,304982.71
0,27770,SriLanka,0.54,105417.6
0,27771,Sweden,0.75,535898.43
0,27772,SriLanka,0.88,113593.0
0,27773,Russia,0.85,898314.46
0,27774,Brazil,0.64,635277.24
0,27775,Sweden,0.71,611613.98
0,27776,India,0.4,358985.78
0,27777,Sweden,0.81,121490.94
0,27778,Singapore,0.98,565654.63
0,27779,UK,0.53,729088.4
0,27780,India,0.75,822480.53
0,27781,Brazil,0.82,634581.64
0,27782,Canada,0.44,482631.12
0,27783,India,0.67,118619.68
0,27784,Brazil,0.49,513852.62
0,27785,Singapore,0.4,674071.36
0,27786,Brazil,0.69,426001.85
0,27787,SriLanka,0.91,271000.9
0,27788,Sweden,0.95,283196.8
0,27789,SriLanka,0.69,719384.05
0,27790,Singapore,0.36,616739.02
0,27791,Sweden,0.34,257108.74
0,27792,Russia,0.87,353200.81
0,27793,Canada,0.96,305020.7
0,27794,UK,0.21,195478.74
0,27795,India,0.74,278667.66
0,27796,UK,0.57,892013.97
0,27797,Brazil,0.98,100428.71
0,27798,SriLanka,0.4,267004.09
0,27799,India,0.39,945152.24
0,27800,Russia,0.47,700931.05
0,27801,Singapore,0.07,459535.51
0,27802,Sweden,0.62,800410.95
0,27803,India,0.77,293150.39
0,27804,Brazil,0.15,208486.7
0,27805,Australia,0.15,123298.02
0,27806,UK,0.05,398698.59
0,27807,Sweden,0.86,117315.12
0,27808,Brazil,0.24,524476.3
0,27809,UK,0.85,654855.12
0,27810,Australia,0.7,440697.19
0,27811,Singapore,0.31,790843.02
0,27812,US,0.66,815462.37
0,27813,Russia,0.29,639620.74
0,27814,India,0.07,647859.8
0,27815,UK,0.36,614186.26
0,27816,Brazil,0.94,350033.7
0,27817,Russia,0.64,293568.94
0,27818,Brazil,0.22,205005.16
0,27819,SriLanka,0.48,184821.31
0,27820,Canada,0.48,232488.61
0,27821,Sweden,0.97,614375.5
0,27822,Singapore,0.89,956819.91
0,27823,India,0.64,851825.35
0,27824,Sweden,0.82,605506.93
0,27825,Singapore,0.85,356193.8
0,27826,Brazil,0.61,260754.3
0,27827,SriLanka,0.12,814208.14
0,27828,India,0.81,776768.68
0,27829,Sweden,0.46,816534.19
0,27830,Sweden,0.26,622074.38
0,27831,Russia,0.42,757429.33
0,27832,Brazil,0.09,859071.2
0,27833,India,0.24,637772.32
0,27834,Singapore,0.78,899301.77
0,27835,SriLanka,0.1,968971.9
0,27836,India,0.27,237284.82
0,27837,Russia,0.0,613031.74
0,27838,India,0.15,907325.52
0,27839,Canada,0.33,719869.17
0,27840,Brazil,0.86,951016.16
0,27841,US,0.76,810849.06
0,27842,US,0.38,263764.65
0,27843,Australia,0.14,512440.21
0,27844,India,0.01,868316.26
0,27845,Canada,0.44,612222.66
0,27846,India,0.48,551484.45
0,27847,Australia,0.57,450669.23
0,27848,Brazil,0.48,907889.77
0,27849,Brazil,0.23,187886.28
0,27850,US,0.26,119265.12
0,27851,US,0.73,336236.06
0,27852,SriLanka,0.27,232007.54
0,27853,Australia,0.18,206432.62
0,27854,Brazil,0.2,525189.77
0,27855,Canada,0.59,502957.0
0,27856,Sweden,0.68,777795.98
0,27857,Sweden,0.04,580234.23
0,27858,US,0.99,780845.48
0,27859,SriLanka,0.29,668117.22
0,27860,UK,0.23,682376.3
0,27861,US,0.35,262754.77
0,27862,SriLanka,0.11,904386.27
0,27863,UK,0.49,850825.41
0,27864,Australia,0.32,673776.82
0,27865,Canada,0.29,454613.25
0,27866,SriLanka,0.97,556823.1
0,27867,US,0.23,461839.97
0,27868,Brazil,0.17,572417.01
0,27869,Brazil,0.56,254868.91
0,27870,Australia,0.3,325786.05
0,27871,US,0.35,812404.23
0,27872,US,0.2,653048.24
0,27873,Canada,0.76,438396.05
0,27874,Canada,0.01,597080.05
0,27875,Russia,0.44,543905.69
0,27876,Australia,0.53,380497.67
0,27877,Brazil,0.96,275978.15
0,27878,Brazil,0.3,174633.39
0,27879,UK,0.91,533218.88
0,27880,India,0.47,335864.3
0,27881,SriLanka,0.43,262331.01
0,27882,Canada,0.36,197217.76
0,27883,Australia,0.92,103140.15
0,27884,SriLanka,0.66,714655.75
0,27885,Singapore,0.6,582564.76
0,27886,US,0.22,151776.93
0,27887,Sweden,0.52,571965.28
0,27888,US,0.15,727705.7
0,27889,US,0.73,450770.57
0,27890,Sweden,1.0,403605.12
0,27891,Singapore,0.94,233751.9
0,27892,Russia,0.37,130882.81
0,27893,India,0.4,364140.7
0,27894,Russia,0.76,841608.48
0,27895,UK,0.51,829615.02
0,27896,SriLanka,0.12,768822.79
0,27897,SriLanka,0.31,642252.88
0,27898,UK,0.74,639138.63
0,27899,Australia,0.31,109326.49
0,27900,Singapore,0.21,998026.77
0,27901,Russia,0.7,433836.94
0,27902,Canada,0.0,259472.3
0,27903,India,0.16,952849.01
0,27904,India,0.59,102553.49
0,27905,SriLanka,0.2,142718.13
0,27906,Russia,0.21,581345.18
0,27907,UK,0.14,944204.07
0,27908,Canada,0.06,735931.16
0,27909,SriLanka,0.24,783616.14
0,27910,Sweden,0.5,545203.42
0,27911,UK,0.3,354587.77
0,27912,Brazil,0.84,552614.84
0,27913,Sweden,0.16,668371.66
0,27914,SriLanka,0.19,304048.0
0,27915,Sweden,0.08,525763.91
0,27916,Australia,0.34,119888.65
0,27917,India,0.78,705737.25
0,27918,India,0.98,847407.29
0,27919,Russia,0.05,529479.67
0,27920,Singapore,0.97,806930.72
0,27921,Australia,0.8,235194.23
0,27922,India,0.94,978260.16
0,27923,Australia,0.36,523673.22
0,27924,Canada,0.8,799029.32
0,27925,US,0.72,661164.92
0,27926,Russia,0.44,901053.45
0,27927,India,0.96,700092.45
0,27928,UK,0.3,182911.74
0,27929,Canada,0.31,427457.93
0,27930,US,0.79,169438.69
0,27931,India,0.75,482220.32
0,27932,US,0.88,743977.21
0,27933,Sweden,0.59,388264.41
0,27934,SriLanka,0.6,713113.31
0,27935,SriLanka,0.09,466764.43
0,27936,US,0.27,837145.7
0,27937,UK,0.21,767439.34
0,27938,Russia,0.72,430449.98
0,27939,US,0.62,477707.94
0,27940,US,0.31,220176.41
0,27941,Brazil,0.36,628013.97
0,27942,Australia,0.23,605530.02
0,27943,UK,0.94,885522.06
0,27944,Australia,0.8,922012.14
0,27945,Sweden,0.83,980937.73
0,27946,SriLanka,0.9,875523.92
0,27947,Russia,0.75,465763.26
0,27948,India,0.99,506917.13
0,27949,India,0.69,598480.12
0,27950,SriLanka,0.52,945750.79
0,27951,US,0.93,232027.82
0,27952,SriLanka,0.16,193080.83
0,27953,Sweden,0.95,758317.38
0,27954,Singapore,0.16,141215.74
0,27955,Sweden,0.6,395974.72
0,27956,Singapore,0.92,585322.08
0,27957,Singapore,0.47,753599.66
0,27958,Australia,0.96,984851.48
0,27959,Russia,0.13,171283.46
0,27960,US,0.0,729763.53
0,27961,Canada,0.78,100484.44
0,27962,Australia,0.32,507373.57
0,27963,Australia,0.66,907147.92
0,27964,SriLanka,0.52,397437.88
0,27965,Australia,0.36,926430.17
0,27966,Russia,0.18,686191.69
0,27967,US,0.47,359903.42
0,27968,Brazil,0.9,778992.51
0,27969,India,0.47,774386.43
0,27970,Sweden,0.01,686925.61
0,27971,UK,0.18,369250.81
0,27972,Canada,0.75,398588.05
0,27973,Russia,0.08,249231.39
0,27974,Singapore,0.77,940179.99
0,27975,Russia,0.08,947200.66
0,27976,SriLanka,0.26,373013.55
0,27977,Brazil,0.84,854656.9
0,27978,Canada,0.89,424660.75
0,27979,US,0.03,838585.81
0,27980,Brazil,0.12,998908.6
0,27981,India,0.75,651447.95
0,27982,Brazil,0.65,891699.44
0,27983,Singapore,0.61,314729.19
0,27984,Singapore,0.43,245163.82
0,27985,UK,0.08,178912.8
0,27986,Canada,0.48,722488.13
0,27987,UK,0.23,986416.6
0,27988,Sweden,0.91,455385.32
0,27989,Sweden,0.36,283233.11
0,27990,India,0.81,432792.19
0,27991,Russia,0.19,668032.21
0,27992,Brazil,0.18,737806.39
0,27993,India,0.12,612299.95
0,27994,Singapore,0.67,582858.3
0,27995,India,0.95,180206.38
0,27996,Russia,0.67,966134.24
0,27997,Russia,0.47,213423.19
0,27998,Russia,0.26,406563.43
0,27999,Sweden,0.35,414724.5
0,28000,Australia,0.27,879143.32
0,28001,SriLanka,0.38,457559.85
0,28002,Russia,0.52,274522.06
0,28003,India,0.43,750972.73
0,28004,UK,0.35,956986.9
0,28005,SriLanka,0.69,904837.94
0,28006,SriLanka,0.12,190011.83
0,28007,India,0.6,977771.66
0,28008,Canada,0.48,960205.17
0,28009,Brazil,0.8,136189.27
0,28010,India,0.67,533580.59
0,28011,India,0.02,281061.28
0,28012,SriLanka,0.93,928603.15
0,28013,Australia,0.33,770037.12
0,28014,Sweden,0.64,868455.88
0,28015,Australia,0.24,498543.57
0,28016,India,0.37,617505.9
0,28017,Canada,0.0,563461.91
0,28018,Australia,0.19,448469.63
0,28019,UK,0.24,896053.38
0,28020,Brazil,0.88,553306.08
0,28021,Singapore,0.81,269673.89
0,28022,Australia,0.18,301651.14
0,28023,Sweden,0.77,850147.2
0,28024,Australia,0.31,397815.19
0,28025,Brazil,0.35,990365.5
0,28026,Australia,0.55,116060.67
0,28027,India,0.76,366515.74
0,28028,Sweden,0.32,714117.87
0,28029,US,0.82,425926.08
0,28030,Canada,0.99,116540.61
0,28031,India,0.31,724530.65
0,28032,UK,0.39,532544.47
0,28033,SriLanka,0.31,441823.51
0,28034,Australia,0.54,312633.4
0,28035,US,0.1,666642.08
0,28036,Australia,0.1,390571.62
0,28037,US,0.44,941445.68
0,28038,Canada,0.24,985217.89
0,28039,UK,0.59,500266.14
0,28040,SriLanka,0.51,742924.24
0,28041,Sweden,0.13,663131.06
0,28042,US,0.31,463230.8
0,28043,Australia,0.92,726218.66
0,28044,India,0.92,312389.95
0,28045,India,0.87,481652.09
0,28046,US,0.9,159986.92
0,28047,US,0.02,133579.83
0,28048,Canada,0.48,888564.47
0,28049,India,0.45,780283.58
0,28050,SriLanka,0.48,699670.38
0,28051,Sweden,0.84,563465.08
0,28052,SriLanka,0.13,583192.52
0,28053,Australia,0.91,887315.14
0,28054,Singapore,0.8,662120.07
0,28055,Russia,0.99,536777.4
0,28056,India,0.44,493969.63
0,28057,Brazil,0.77,372038.09
0,28058,Canada,0.03,189968.14
0,28059,Singapore,0.37,562195.39
0,28060,UK,0.27,359911.71
0,28061,India,0.53,446906.1
0,28062,Canada,0.61,231794.35
0,28063,Sweden,0.49,519678.28
0,28064,Australia,0.65,329777.74
0,28065,Canada,0.67,467057.47
0,28066,Sweden,0.6,181345.51
0,28067,Canada,0.23,789751.68
0,28068,US,0.33,411049.27
0,28069,Australia,0.17,198640.57
0,28070,US,0.21,433265.34
0,28071,Canada,0.32,489178.79
0,28072,Brazil,0.79,845958.42
0,28073,Singapore,0.02,548239.68
0,28074,Brazil,0.79,830573.5
0,28075,UK,0.48,287895.34
0,28076,Australia,0.48,103454.53
0,28077,India,0.23,998366.51
0,28078,Sweden,0.0,783607.95
0,28079,Russia,0.61,327263.44
0,28080,Sweden,0.66,544512.54
0,28081,Brazil,0.88,264796.81
0,28082,Sweden,0.44,215889.25
0,28083,Russia,0.95,528146.95
0,28084,US,0.49,947448.43
0,28085,India,0.31,109025.04
0,28086,Singapore,0.92,278891.2
0,28087,Canada,0.23,978814.76
0,28088,UK,0.3,866296.07
0,28089,Brazil,0.31,913325.87
0,28090,Singapore,0.29,127078.22
0,28091,US,0.36,684679.06
0,28092,SriLanka,0.47,597044.36
0,28093,Singapore,0.39,534689.84
0,28094,SriLanka,0.98,770262.47
0,28095,SriLanka,0.53,242951.42
0,28096,India,0.86,564908.51
0,28097,Australia,0.71,580085.49
0,28098,Singapore,0.84,832577.32
0,28099,India,0.39,818745.25
0,28100,UK,0.02,289702.09
0,28101,Sweden,0.94,202043.67
0,28102,Brazil,0.34,266751.28
0,28103,SriLanka,0.48,950949.19
0,28104,Canada,0.99,911494.33
0,28105,Brazil,1.0,964859.61
0,28106,Russia,0.33,531993.47
0,28107,US,0.19,438443.36
0,28108,US,0.22,586127.61
0,28109,US,0.86,681067.0
0,28110,Australia,0.51,159619.12
0,28111,SriLanka,0.19,571309.07
0,28112,Russia,0.21,647147.26
0,28113,Singapore,0.01,353964.6
0,28114,SriLanka,0.78,364143.43
0,28115,Canada,0.11,531110.18
0,28116,Brazil,0.07,270195.54
0,28117,UK,0.09,309027.65
0,28118,India,0.46,360089.99
0,28119,SriLanka,0.35,787566.95
0,28120,Sweden,0.41,287611.86
0,28121,UK,0.3,281087.0
0,28122,Sweden,0.19,923092.64
0,28123,SriLanka,0.48,645432.97
0,28124,US,0.78,588101.95
0,28125,Russia,0.45,196988.06
0,28126,Canada,0.67,562245.37
0,28127,SriLanka,0.79,575177.4
0,28128,UK,0.39,869790.7
0,28129,US,0.84,219682.38
0,28130,Australia,0.18,175124.92
0,28131,Canada,0.76,457497.35
0,28132,Russia,0.63,676740.59
0,28133,UK,0.0,424297.34
0,28134,India,0.75,217473.11
0,28135,US,0.75,693608.7
0,28136,India,0.62,724189.1
0,28137,Russia,0.59,535853.63
0,28138,India,0.43,622459.42
0,28139,Russia,0.02,350259.43
0,28140,Brazil,0.08,186920.76
0,28141,Brazil,0.16,919089.31
0,28142,Sweden,0.14,935204.16
0,28143,Russia,0.06,592745.44
0,28144,UK,0.91,208212.36
0,28145,Australia,0.92,955864.87
0,28146,Singapore,0.41,447051.46
0,28147,UK,0.39,587714.71
0,28148,Australia,0.7,531646.42
0,28149,India,0.47,156446.22
0,28150,Australia,0.08,347814.24
0,28151,UK,0.25,813680.71
0,28152,US,0.49,805496.64
0,28153,Brazil,0.76,607893.85
0,28154,Sweden,0.31,691214.69
0,28155,Australia,0.31,765611.31
0,28156,UK,0.2,973729.42
0,28157,India,0.1,774337.31
0,28158,Australia,0.62,475705.55
0,28159,Australia,0.49,176426.42
0,28160,India,0.98,182962.9
0,28161,Brazil,0.43,727685.16
0,28162,Singapore,0.36,695748.19
0,28163,US,0.01,559091.85
0,28164,Brazil,0.37,233514.32
0,28165,Russia,0.95,874461.53
0,28166,Australia,0.42,171718.95
0,28167,Sweden,0.63,197516.86
0,28168,Brazil,0.86,326569.96
0,28169,Australia,0.86,417545.4
0,28170,SriLanka,0.76,585294.29
0,28171,India,0.31,150567.03
0,28172,Canada,0.01,460345.55
0,28173,UK,0.36,698353.99
0,28174,US,0.03,998311.23
0,28175,Australia,0.92,165542.1
0,28176,Australia,0.62,910915.83
0,28177,India,0.7,340607.36
0,28178,Sweden,0.21,602072.46
0,28179,Brazil,0.55,622502.11
0,28180,UK,0.33,852920.34
0,28181,Brazil,0.6,426664.54
0,28182,Brazil,0.63,197778.76
0,28183,India,0.6,539830.01
0,28184,US,0.71,124511.31
0,28185,India,0.54,568347.51
0,28186,Singapore,0.63,539072.47
0,28187,Australia,0.96,564976.07
0,28188,India,0.54,722433.72
0,28189,India,0.04,215140.98
0,28190,Canada,0.71,323040.81
0,28191,Russia,0.57,494428.02
0,28192,India,0.55,598758.22
0,28193,Canada,0.56,309254.9
0,28194,UK,0.56,252950.2
0,28195,SriLanka,0.55,447220.5
0,28196,Russia,0.89,735730.5
0,28197,Sweden,0.09,954873.58
0,28198,SriLanka,0.02,966840.84
0,28199,Canada,0.58,160243.68
0,28200,Canada,0.65,120774.52
0,28201,US,0.7,913599.09
0,28202,Russia,0.98,199023.51
0,28203,Russia,0.44,433616.08
0,28204,SriLanka,0.33,381592.18
0,28205,SriLanka,0.76,577408.72
0,28206,Russia,0.24,892180.17
0,28207,UK,0.88,880515.33
0,28208,Canada,0.88,713100.8
0,28209,Russia,0.41,961191.47
0,28210,SriLanka,0.02,970281.71
0,28211,Sweden,0.8,918977.92
0,28212,Brazil,0.34,177009.52
0,28213,SriLanka,0.94,545847.02
0,28214,Singapore,0.28,236237.33
0,28215,UK,0.98,469440.75
0,28216,SriLanka,0.88,412434.14
0,28217,UK,0.69,431596.93
0,28218,Canada,0.31,495693.13
0,28219,Canada,0.71,868699.65
0,28220,Russia,0.95,438819.67
0,28221,India,0.09,215416.68
0,28222,Sweden,0.23,615370.61
0,28223,UK,1.0,464803.52
0,28224,Russia,0.51,522961.77
0,28225,SriLanka,0.79,511032.53
0,28226,UK,0.17,785610.45
0,28227,US,0.35,231481.74
0,28228,Russia,0.57,375944.1
0,28229,India,0.36,823654.19
0,28230,India,0.45,424719.81
0,28231,Russia,0.63,940294.39
0,28232,SriLanka,0.81,112054.17
0,28233,UK,0.6,371364.04
0,28234,UK,0.77,838039.83
0,28235,UK,0.83,388160.25
0,28236,Australia,0.26,309819.88
0,28237,SriLanka,0.6,907031.43
0,28238,Australia,0.87,796914.29
0,28239,Singapore,0.13,558796.33
0,28240,Brazil,0.28,277045.6
0,28241,Australia,0.25,102720.53
0,28242,UK,0.04,903449.43
0,28243,Canada,0.46,380901.07
0,28244,Canada,0.27,926421.19
0,28245,Canada,0.65,481617.69
0,28246,Sweden,0.59,621795.04
0,28247,India,0.67,306700.36
0,28248,Brazil,0.76,313205.22
0,28249,SriLanka,0.35,607590.54
0,28250,Russia,0.02,923939.26
0,28251,Australia,0.39,957109.36
0,28252,Brazil,0.26,389800.07
0,28253,UK,0.32,792617.77
0,28254,SriLanka,0.15,223477.25
0,28255,UK,0.17,945676.46
0,28256,US,0.57,463005.11
0,28257,Russia,0.4,731025.26
0,28258,US,0.67,896341.21
0,28259,India,0.49,964277.56
0,28260,Canada,0.58,573947.01
0,28261,US,0.75,762111.34
0,28262,Singapore,0.74,851008.29
0,28263,Brazil,0.07,605099.1
0,28264,Russia,0.8,745379.39
0,28265,Canada,0.65,799607.34
0,28266,US,0.28,189717.71
0,28267,US,0.79,366265.58
0,28268,Russia,0.04,323432.76
0,28269,UK,0.13,313717.92
0,28270,SriLanka,0.7,501114.84
0,28271,SriLanka,0.53,955133.98
0,28272,Russia,0.32,993271.34
0,28273,India,0.31,685622.58
0,28274,Canada,0.59,853070.42
0,28275,Russia,0.97,783846.67
0,28276,Canada,0.9,163952.56
0,28277,SriLanka,0.99,603385.07
0,28278,Canada,0.07,484760.51
0,28279,Singapore,0.11,473554.65
0,28280,Australia,0.2,901776.91
0,28281,Canada,0.12,168767.63
0,28282,Singapore,0.53,964896.41
0,28283,Canada,0.89,511253.45
0,28284,Brazil,0.14,765152.24
0,28285,Brazil,0.91,491424.71
0,28286,Brazil,0.12,450379.49
0,28287,Russia,0.83,723096.87
0,28288,Sweden,0.75,925452.94
0,28289,UK,0.06,900106.16
0,28290,Australia,0.55,819068.99
0,28291,Canada,0.53,777870.47
0,28292,Australia,0.48,633174.76
0,28293,UK,0.07,312717.36
0,28294,SriLanka,0.94,123911.26
0,28295,Brazil,0.57,806941.32
0,28296,Russia,0.54,358791.26
0,28297,Russia,0.16,888990.21
0,28298,Australia,0.98,718378.68
